no.,stage,date,weekday,match_no,team,player,point,rank,pt,host,commentary,judge,reporter,round_no,win_no,deal_in_no,riichi_no,call_no,drawn_no,renchan_no,4call_no
229,2019R,2019/11/21,木,1,渋谷ABEMAS,白鳥翔,62400,1,82.4,日吉辰哉,土田浩翔,梶本琢程,松本圭世,23,4,1,6,6,9,6,0
229,2019R,2019/11/21,木,1,U-NEXT Pirates,瑞原明奈,-18600,4,-78.6,日吉辰哉,土田浩翔,梶本琢程,松本圭世,23,1,3,3,6,9,2,0
229,2019R,2019/11/21,木,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,15800,3,-24.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,23,3,2,7,4,9,5,0
230,2019R,2019/11/21,木,2,渋谷ABEMAS,日向藍子,37800,1,57.8,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,4,1,2,5,5,4,0
230,2019R,2019/11/21,木,2,TEAM RAIDEN / 雷電,黒沢咲,10900,4,-49.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,1,2,0,3,5,1,0
230,2019R,2019/11/21,木,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,22800,3,-17.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,1,0,2,2,5,1,0
230,2019R,2019/11/21,木,2,U-NEXT Pirates,石橋伸洋,28500,2,8.5,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,3,1,3,10,5,0,0
231,2019R,2019/11/22,金,1,セガサミーフェニックス,茅森早香,21400,2,1.4,松嶋桃,石橋伸洋,張敏賢,松本圭世,16,2,0,4,2,5,0,0
231,2019R,2019/11/22,金,1,KADOKAWAサクラナイツ,内川幸太郎,10300,4,-49.7,松嶋桃,石橋伸洋,張敏賢,松本圭世,16,2,1,1,3,5,1,0
231,2019R,2019/11/22,金,1,赤坂ドリブンズ,園田賢,48300,1,68.3,松嶋桃,石橋伸洋,張敏賢,松本圭世,16,6,1,4,8,5,5,0
231,2019R,2019/11/22,金,1,EX風林火山,勝又健志,20000,3,-20,松嶋桃,石橋伸洋,張敏賢,松本圭世,16,1,1,2,4,5,2,0
232,2019R,2019/11/22,金,2,EX風林火山,二階堂亜樹,26900,2,6.9,松嶋桃,石橋伸洋,張敏賢,松本圭世,15,3,0,2,1,2,2,0
232,2019R,2019/11/22,金,2,セガサミーフェニックス,近藤誠一,31100,1,51.1,松嶋桃,石橋伸洋,張敏賢,松本圭世,15,5,0,2,7,2,2,0
232,2019R,2019/11/22,金,2,KADOKAWAサクラナイツ,内川幸太郎,26300,3,-13.7,松嶋桃,石橋伸洋,張敏賢,松本圭世,15,3,2,3,5,2,2,0
232,2019R,2019/11/22,金,2,赤坂ドリブンズ,鈴木たろう,15700,4,-44.3,松嶋桃,石橋伸洋,張敏賢,松本圭世,15,2,1,3,9,2,1,0
233,2019R,2019/11/25,月,1,EX風林火山,勝又健志,14200,4,-45.8,小林未沙,土田浩翔,張敏賢,松本圭世,13,2,2,3,5,1,0,0
233,2019R,2019/11/25,月,1,渋谷ABEMAS,白鳥翔,31900,2,11.9,小林未沙,土田浩翔,張敏賢,松本圭世,13,5,2,3,4,1,3,0
233,2019R,2019/11/25,月,1,KADOKAWAサクラナイツ,沢崎誠,38100,1,58.1,小林未沙,土田浩翔,張敏賢,松本圭世,13,4,2,3,4,1,1,0
233,2019R,2019/11/25,月,1,赤坂ドリブンズ,丸山奏子,15800,3,-24.2,小林未沙,土田浩翔,張敏賢,松本圭世,13,1,1,1,3,1,1,0
234,2019R,2019/11/25,月,2,渋谷ABEMAS,松本吉弘,27300,2,7.3,小林未沙,土田浩翔,張敏賢,松本圭世,12,2,0,4,1,3,0,0
234,2019R,2019/11/25,月,2,KADOKAWAサクラナイツ,沢崎誠,11300,4,-48.7,小林未沙,土田浩翔,張敏賢,松本圭世,12,2,3,0,9,3,1,0
234,2019R,2019/11/25,月,2,EX風林火山,滝沢和典,39300,1,59.3,小林未沙,土田浩翔,張敏賢,松本圭世,12,3,1,2,3,3,2,0
234,2019R,2019/11/25,月,2,赤坂ドリブンズ,園田賢,22100,3,-17.9,小林未沙,土田浩翔,張敏賢,松本圭世,12,2,1,2,8,3,1,0
235,2019R,2019/11/26,火,1,KONAMI 麻雀格闘倶楽部,前原雄大,75800,1,95.8,小林未沙,村上淳,張敏賢,松本圭世,15,6,1,5,4,2,4,0
235,2019R,2019/11/26,火,1,U-NEXT Pirates,小林剛,-4400,4,-64.4,小林未沙,村上淳,張敏賢,松本圭世,15,2,2,2,7,2,1,0
235,2019R,2019/11/26,火,1,セガサミーフェニックス,魚谷侑未,25400,2,5.4,小林未沙,村上淳,張敏賢,松本圭世,15,4,0,4,7,2,1,0
235,2019R,2019/11/26,火,1,TEAM RAIDEN / 雷電,萩原聖人,3200,3,-36.8,小林未沙,村上淳,張敏賢,松本圭世,15,1,2,3,3,2,1,0
236,2019R,2019/11/26,火,2,KONAMI 麻雀格闘倶楽部,高宮まり,32800,2,12.8,小林未沙,村上淳,張敏賢,松本圭世,18,4,0,3,4,5,2,0
236,2019R,2019/11/26,火,2,U-NEXT Pirates,石橋伸洋,5100,3,-34.9,小林未沙,村上淳,張敏賢,松本圭世,18,2,2,4,6,5,1,0
236,2019R,2019/11/26,火,2,セガサミーフェニックス,和久津晶,-20000,4,-80,小林未沙,村上淳,張敏賢,松本圭世,18,0,2,1,3,5,0,0
236,2019R,2019/11/26,火,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,82100,1,102.1,小林未沙,村上淳,張敏賢,松本圭世,18,7,1,8,2,5,7,0
237,2019R,2019/11/28,木,1,セガサミーフェニックス,茅森早香,19200,4,-40.8,日吉辰哉,園田賢,梶本琢程,松本圭世,14,2,2,1,3,2,0,0
237,2019R,2019/11/28,木,1,渋谷ABEMAS,白鳥翔,29600,1,49.6,日吉辰哉,園田賢,梶本琢程,松本圭世,14,1,1,0,6,2,2,0
237,2019R,2019/11/28,木,1,KADOKAWAサクラナイツ,沢崎誠,22600,3,-17.4,日吉辰哉,園田賢,梶本琢程,松本圭世,14,5,4,2,4,2,1,0
237,2019R,2019/11/28,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,28600,2,8.6,日吉辰哉,園田賢,梶本琢程,松本圭世,14,4,2,7,3,2,3,0
238,2019R,2019/11/28,木,2,KADOKAWAサクラナイツ,岡田紗佳,20900,3,-19.1,日吉辰哉,園田賢,梶本琢程,松本圭世,12,2,1,2,0,2,0,0
238,2019R,2019/11/28,木,2,渋谷ABEMAS,日向藍子,51200,1,71.2,日吉辰哉,園田賢,梶本琢程,松本圭世,12,5,2,5,3,2,2,0
238,2019R,2019/11/28,木,2,セガサミーフェニックス,魚谷侑未,27300,2,7.3,日吉辰哉,園田賢,梶本琢程,松本圭世,12,2,0,2,0,2,0,0
238,2019R,2019/11/28,木,2,TEAM RAIDEN / 雷電,萩原聖人,600,4,-59.4,日吉辰哉,園田賢,梶本琢程,松本圭世,12,1,4,3,5,2,2,0
239,2019R,2019/11/29,金,1,U-NEXT Pirates,朝倉康心,28200,3,-11.8,松嶋桃,松本吉弘,梶本琢程,松本圭世,15,3,1,2,7,5,4,0
239,2019R,2019/11/29,金,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,40000,1,60,松嶋桃,松本吉弘,梶本琢程,松本圭世,15,3,3,7,1,5,1,0
239,2019R,2019/11/29,金,1,EX風林火山,滝沢和典,-3900,4,-63.9,松嶋桃,松本吉弘,梶本琢程,松本圭世,15,1,4,5,1,5,2,0
239,2019R,2019/11/29,金,1,赤坂ドリブンズ,村上淳,35700,2,15.7,松嶋桃,松本吉弘,梶本琢程,松本圭世,15,3,0,2,2,5,0,0
240,2019R,2019/11/29,金,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,18400,2,-1.6,松嶋桃,松本吉弘,梶本琢程,松本圭世,13,0,1,0,11,7,0,0
240,2019R,2019/11/29,金,2,赤坂ドリブンズ,鈴木たろう,56600,1,76.6,松嶋桃,松本吉弘,梶本琢程,松本圭世,13,5,1,5,9,7,4,0
240,2019R,2019/11/29,金,2,U-NEXT Pirates,朝倉康心,18200,3,-21.8,松嶋桃,松本吉弘,梶本琢程,松本圭世,13,1,2,4,4,7,1,0
240,2019R,2019/11/29,金,2,EX風林火山,二階堂亜樹,6800,4,-53.2,松嶋桃,松本吉弘,梶本琢程,松本圭世,13,0,1,1,0,7,0,0
241,2019R,2019/12/02,月,1,KONAMI 麻雀格闘倶楽部,前原雄大,52400,1,72.4,小林未沙,勝又健志,梶本琢程,松本圭世,12,5,1,3,7,2,1,0
241,2019R,2019/12/02,月,1,U-NEXT Pirates,石橋伸洋,29800,2,9.8,小林未沙,勝又健志,梶本琢程,松本圭世,12,4,2,3,7,2,1,0
241,2019R,2019/12/02,月,1,セガサミーフェニックス,魚谷侑未,13900,3,-26.1,小林未沙,勝又健志,梶本琢程,松本圭世,12,0,0,1,1,2,1,0
241,2019R,2019/12/02,月,1,KADOKAWAサクラナイツ,沢崎誠,3900,4,-56.1,小林未沙,勝又健志,梶本琢程,松本圭世,12,1,1,0,4,2,1,0
242,2019R,2019/12/02,月,2,KADOKAWAサクラナイツ,内川幸太郎,8700,4,-51.3,小林未沙,勝又健志,梶本琢程,松本圭世,13,1,3,4,2,3,0,0
242,2019R,2019/12/02,月,2,セガサミーフェニックス,茅森早香,29800,2,9.8,小林未沙,勝又健志,梶本琢程,松本圭世,13,2,2,3,3,3,2,0
242,2019R,2019/12/02,月,2,U-NEXT Pirates,朝倉康心,40800,1,60.8,小林未沙,勝又健志,梶本琢程,松本圭世,13,5,0,2,6,3,3,0
242,2019R,2019/12/02,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,20700,3,-19.3,小林未沙,勝又健志,梶本琢程,松本圭世,13,2,3,6,5,3,0,0
243,2019R,2019/12/03,火,1,赤坂ドリブンズ,鈴木たろう,6700,4,-53.3,松嶋桃,土田浩翔,張敏賢,松本圭世,12,1,4,3,9,3,0,0
243,2019R,2019/12/03,火,1,渋谷ABEMAS,多井隆晴,22400,3,-17.6,松嶋桃,土田浩翔,張敏賢,松本圭世,12,3,3,3,6,3,3,0
243,2019R,2019/12/03,火,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,41300,1,61.3,松嶋桃,土田浩翔,張敏賢,松本圭世,12,2,0,2,1,3,1,0
243,2019R,2019/12/03,火,1,EX風林火山,勝又健志,29600,2,9.6,松嶋桃,土田浩翔,張敏賢,松本圭世,12,3,0,3,2,3,0,0
244,2019R,2019/12/03,火,2,EX風林火山,滝沢和典,68100,1,88.1,松嶋桃,土田浩翔,張敏賢,松本圭世,15,6,0,5,4,5,4,0
244,2019R,2019/12/03,火,2,渋谷ABEMAS,松本吉弘,19300,2,-0.7,松嶋桃,土田浩翔,張敏賢,松本圭世,15,3,2,2,10,5,2,0
244,2019R,2019/12/03,火,2,TEAM RAIDEN / 雷電,萩原聖人,12300,3,-27.7,松嶋桃,土田浩翔,張敏賢,松本圭世,15,1,2,5,4,5,1,0
244,2019R,2019/12/03,火,2,赤坂ドリブンズ,園田賢,300,4,-59.7,松嶋桃,土田浩翔,張敏賢,松本圭世,15,0,1,4,6,5,0,0
245,2019R,2019/12/05,木,1,渋谷ABEMAS,白鳥翔,37800,1,57.8,日吉辰哉,滝沢和典,梶本琢程,松本圭世,13,3,1,2,6,4,1,0
245,2019R,2019/12/05,木,1,セガサミーフェニックス,茅森早香,21100,3,-18.9,日吉辰哉,滝沢和典,梶本琢程,松本圭世,13,2,2,2,6,4,1,0
245,2019R,2019/12/05,木,1,赤坂ドリブンズ,丸山奏子,12900,4,-47.1,日吉辰哉,滝沢和典,梶本琢程,松本圭世,13,0,0,6,1,4,1,0
245,2019R,2019/12/05,木,1,U-NEXT Pirates,小林剛,28200,2,8.2,日吉辰哉,滝沢和典,梶本琢程,松本圭世,13,4,1,2,7,4,2,0
246,2019R,2019/12/05,木,2,セガサミーフェニックス,近藤誠一,24200,3,-15.8,日吉辰哉,滝沢和典,梶本琢程,松本圭世,11,2,0,0,2,1,1,0
246,2019R,2019/12/05,木,2,赤坂ドリブンズ,村上淳,24400,2,4.4,日吉辰哉,滝沢和典,梶本琢程,松本圭世,11,3,2,4,2,1,1,0
246,2019R,2019/12/05,木,2,U-NEXT Pirates,朝倉康心,47900,1,67.9,日吉辰哉,滝沢和典,梶本琢程,松本圭世,11,4,1,1,3,1,1,0
246,2019R,2019/12/05,木,2,渋谷ABEMAS,日向藍子,3500,4,-56.5,日吉辰哉,滝沢和典,梶本琢程,松本圭世,11,1,2,4,2,1,0,0
247,2019R,2019/12/06,金,1,KADOKAWAサクラナイツ,岡田紗佳,44700,1,64.7,松嶋桃,多井隆晴,張敏賢,松本圭世,14,4,0,5,3,3,3,0
247,2019R,2019/12/06,金,1,EX風林火山,滝沢和典,9400,3,-30.6,松嶋桃,多井隆晴,張敏賢,松本圭世,14,2,1,1,6,3,0,0
247,2019R,2019/12/06,金,1,KONAMI 麻雀格闘倶楽部,高宮まり,8400,4,-51.6,松嶋桃,多井隆晴,張敏賢,松本圭世,14,1,4,2,5,3,0,0
247,2019R,2019/12/06,金,1,TEAM RAIDEN / 雷電,萩原聖人,37500,2,17.5,松嶋桃,多井隆晴,張敏賢,松本圭世,14,4,1,3,3,3,3,0
248,2019R,2019/12/06,金,2,EX風林火山,勝又健志,40600,1,60.6,松嶋桃,多井隆晴,張敏賢,松本圭世,15,3,0,5,7,5,3,0
248,2019R,2019/12/06,金,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,24300,2,4.3,松嶋桃,多井隆晴,張敏賢,松本圭世,15,3,1,3,2,5,2,0
248,2019R,2019/12/06,金,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,19400,3,-20.6,松嶋桃,多井隆晴,張敏賢,松本圭世,15,2,3,3,3,5,2,0
248,2019R,2019/12/06,金,2,KADOKAWAサクラナイツ,沢崎誠,15700,4,-44.3,松嶋桃,多井隆晴,張敏賢,松本圭世,15,2,0,5,3,5,0,0
249,2019R,2019/12/08,日,1,渋谷ABEMAS,松本吉弘,38500,2,18.5,松嶋桃,内川幸太郎,張敏賢,松本圭世,11,2,0,2,1,2,1,0
249,2019R,2019/12/08,日,1,TEAM RAIDEN / 雷電,萩原聖人,-100,4,-60.1,松嶋桃,内川幸太郎,張敏賢,松本圭世,11,1,1,2,2,2,1,0
249,2019R,2019/12/08,日,1,KONAMI 麻雀格闘倶楽部,藤崎智,48000,1,68,松嶋桃,内川幸太郎,張敏賢,松本圭世,11,4,0,3,3,2,1,0
249,2019R,2019/12/08,日,1,EX風林火山,勝又健志,13600,3,-26.4,松嶋桃,内川幸太郎,張敏賢,松本圭世,11,2,1,1,6,2,0,0
250,2019R,2019/12/08,日,2,渋谷ABEMAS,多井隆晴,4500,4,-55.5,松嶋桃,内川幸太郎,張敏賢,松本圭世,13,1,1,1,2,4,0,0
250,2019R,2019/12/08,日,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,20900,3,-19.1,松嶋桃,内川幸太郎,張敏賢,松本圭世,13,2,1,2,2,4,1,0
250,2019R,2019/12/08,日,2,KONAMI 麻雀格闘倶楽部,藤崎智,38900,1,58.9,松嶋桃,内川幸太郎,張敏賢,松本圭世,13,4,1,2,8,4,2,0
250,2019R,2019/12/08,日,2,EX風林火山,滝沢和典,35700,2,15.7,松嶋桃,内川幸太郎,張敏賢,松本圭世,13,2,0,4,4,4,2,0
251,2019R,2019/12/09,月,1,赤坂ドリブンズ,鈴木たろう,17100,3,-22.9,小林未沙,土田浩翔,梶本琢程,松本圭世,11,0,0,1,2,2,0,0
251,2019R,2019/12/09,月,1,セガサミーフェニックス,魚谷侑未,5300,4,-54.7,小林未沙,土田浩翔,梶本琢程,松本圭世,11,1,2,0,6,2,0,0
251,2019R,2019/12/09,月,1,KADOKAWAサクラナイツ,内川幸太郎,33100,2,13.1,小林未沙,土田浩翔,梶本琢程,松本圭世,11,3,1,1,1,2,2,0
251,2019R,2019/12/09,月,1,U-NEXT Pirates,石橋伸洋,44500,1,64.5,小林未沙,土田浩翔,梶本琢程,松本圭世,11,5,1,2,2,2,1,0
252,2019R,2019/12/09,月,2,セガサミーフェニックス,茅森早香,25600,2,5.6,小林未沙,土田浩翔,梶本琢程,松本圭世,12,2,1,2,7,3,1,0
252,2019R,2019/12/09,月,2,赤坂ドリブンズ,園田賢,17800,4,-42.2,小林未沙,土田浩翔,梶本琢程,松本圭世,12,3,2,6,4,3,1,0
252,2019R,2019/12/09,月,2,U-NEXT Pirates,朝倉康心,23700,3,-16.3,小林未沙,土田浩翔,梶本琢程,松本圭世,12,1,0,2,7,3,1,0
252,2019R,2019/12/09,月,2,KADOKAWAサクラナイツ,内川幸太郎,32900,1,52.9,小林未沙,土田浩翔,梶本琢程,松本圭世,12,3,3,3,5,3,1,0
253,2019R,2019/12/10,火,1,TEAM RAIDEN / 雷電,黒沢咲,29400,3,-10.6,小林未沙,白鳥翔,張敏賢,松本圭世,20,3,3,4,1,6,2,0
253,2019R,2019/12/10,火,1,KADOKAWAサクラナイツ,沢崎誠,49700,1,69.7,小林未沙,白鳥翔,張敏賢,松本圭世,20,6,0,3,11,6,5,0
253,2019R,2019/12/10,火,1,赤坂ドリブンズ,園田賢,-14900,4,-74.9,小林未沙,白鳥翔,張敏賢,松本圭世,20,1,2,3,5,6,1,0
253,2019R,2019/12/10,火,1,セガサミーフェニックス,近藤誠一,35800,2,15.8,小林未沙,白鳥翔,張敏賢,松本圭世,20,4,2,6,0,6,4,0
254,2019R,2019/12/10,火,2,セガサミーフェニックス,茅森早香,45400,1,65.4,小林未沙,白鳥翔,張敏賢,松本圭世,15,3,0,2,6,6,5,0
254,2019R,2019/12/10,火,2,KADOKAWAサクラナイツ,沢崎誠,3800,4,-56.2,小林未沙,白鳥翔,張敏賢,松本圭世,15,0,2,4,11,6,1,0
254,2019R,2019/12/10,火,2,赤坂ドリブンズ,村上淳,35600,2,15.6,小林未沙,白鳥翔,張敏賢,松本圭世,15,4,2,5,2,6,1,0
254,2019R,2019/12/10,火,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,15200,3,-24.8,小林未沙,白鳥翔,張敏賢,松本圭世,15,2,3,1,1,6,0,0
255,2019R,2019/12/12,木,1,EX風林火山,勝又健志,26500,2,6.5,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,2,0,2,2,2,0,0
255,2019R,2019/12/12,木,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,-5800,4,-65.8,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,0,4,2,1,2,0,0
255,2019R,2019/12/12,木,1,U-NEXT Pirates,小林剛,25500,3,-14.5,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,3,2,2,2,2,1,0
255,2019R,2019/12/12,木,1,渋谷ABEMAS,白鳥翔,53800,1,73.8,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,2,0,1,1,2,0,0
256,2019R,2019/12/12,木,2,渋谷ABEMAS,白鳥翔,26800,2,6.8,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,2,1,2,1,2,0,0
256,2019R,2019/12/12,木,2,KONAMI 麻雀格闘倶楽部,藤崎智,38900,1,58.9,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,3,0,0,4,2,0,0
256,2019R,2019/12/12,木,2,EX風林火山,二階堂亜樹,19500,3,-20.5,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,1,1,2,2,2,1,0
256,2019R,2019/12/12,木,2,U-NEXT Pirates,朝倉康心,14800,4,-45.2,日吉辰哉,近藤誠一,梶本琢程,松本圭世,9,1,2,3,3,2,0,0
257,2019R,2019/12/13,金,1,渋谷ABEMAS,多井隆晴,52600,1,72.6,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,14,6,2,4,6,2,4,0
257,2019R,2019/12/13,金,1,U-NEXT Pirates,瑞原明奈,3200,4,-56.8,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,14,1,3,1,4,2,1,0
257,2019R,2019/12/13,金,1,赤坂ドリブンズ,丸山奏子,27200,2,7.2,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,14,4,2,3,2,2,1,0
257,2019R,2019/12/13,金,1,KADOKAWAサクラナイツ,岡田紗佳,17000,3,-23,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,14,1,1,2,1,2,0,0
258,2019R,2019/12/13,金,2,U-NEXT Pirates,石橋伸洋,-2000,4,-62,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,13,1,2,2,2,3,0,0
258,2019R,2019/12/13,金,2,赤坂ドリブンズ,鈴木たろう,8200,3,-31.8,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,13,1,1,4,4,3,0,0
258,2019R,2019/12/13,金,2,渋谷ABEMAS,多井隆晴,36400,2,16.4,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,13,4,0,3,2,3,0,0
258,2019R,2019/12/13,金,2,KADOKAWAサクラナイツ,沢崎誠,57400,1,77.4,松嶋桃,瀬戸熊直樹,張敏賢,松本圭世,13,4,0,3,1,3,5,0
259,2019R,2019/12/16,月,1,EX風林火山,滝沢和典,-32800,4,-92.8,小林未沙,園田賢,梶本琢程,松本圭世,19,1,7,6,1,2,0,0
259,2019R,2019/12/16,月,1,KONAMI 麻雀格闘倶楽部,前原雄大,1700,3,-38.3,小林未沙,園田賢,梶本琢程,松本圭世,19,5,3,3,6,2,2,0
259,2019R,2019/12/16,月,1,セガサミーフェニックス,近藤誠一,50500,2,30.5,小林未沙,園田賢,梶本琢程,松本圭世,19,5,0,2,7,2,3,0
259,2019R,2019/12/16,月,1,TEAM RAIDEN / 雷電,黒沢咲,80600,1,100.6,小林未沙,園田賢,梶本琢程,松本圭世,19,6,0,7,3,2,6,0
260,2019R,2019/12/16,月,2,TEAM RAIDEN / 雷電,萩原聖人,16000,4,-44,小林未沙,園田賢,梶本琢程,松本圭世,11,1,3,2,2,2,0,0
260,2019R,2019/12/16,月,2,KONAMI 麻雀格闘倶楽部,高宮まり,16100,3,-23.9,小林未沙,園田賢,梶本琢程,松本圭世,11,3,2,1,3,2,1,0
260,2019R,2019/12/16,月,2,セガサミーフェニックス,近藤誠一,51400,1,71.4,小林未沙,園田賢,梶本琢程,松本圭世,11,4,0,5,2,2,2,0
260,2019R,2019/12/16,月,2,EX風林火山,勝又健志,16500,2,-3.5,小林未沙,園田賢,梶本琢程,松本圭世,11,1,1,0,3,2,0,0
261,2019R,2019/12/17,火,1,EX風林火山,二階堂亜樹,13900,4,-46.1,松嶋桃,多井隆晴,梶本琢程,松本圭世,12,1,2,1,0,2,1,0
261,2019R,2019/12/17,火,1,セガサミーフェニックス,茅森早香,30700,2,10.7,松嶋桃,多井隆晴,梶本琢程,松本圭世,12,2,2,3,0,2,1,0
261,2019R,2019/12/17,火,1,KONAMI 麻雀格闘倶楽部,高宮まり,18800,3,-21.2,松嶋桃,多井隆晴,梶本琢程,松本圭世,12,4,2,4,2,2,0,0
261,2019R,2019/12/17,火,1,U-NEXT Pirates,小林剛,36600,1,56.6,松嶋桃,多井隆晴,梶本琢程,松本圭世,12,3,1,3,1,2,2,0
262,2019R,2019/12/17,火,2,セガサミーフェニックス,和久津晶,-15600,4,-75.6,松嶋桃,多井隆晴,梶本琢程,松本圭世,13,1,6,4,1,1,0,0
262,2019R,2019/12/17,火,2,EX風林火山,勝又健志,13800,3,-26.2,松嶋桃,多井隆晴,梶本琢程,松本圭世,13,2,2,0,9,1,1,0
262,2019R,2019/12/17,火,2,U-NEXT Pirates,朝倉康心,51300,1,71.3,松嶋桃,多井隆晴,梶本琢程,松本圭世,13,4,0,1,4,1,1,0
262,2019R,2019/12/17,火,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,50500,2,30.5,松嶋桃,多井隆晴,梶本琢程,松本圭世,13,5,0,3,2,1,3,0
263,2019R,2019/12/19,木,1,TEAM RAIDEN / 雷電,黒沢咲,31100,1,51.1,日吉辰哉,土田浩翔,張敏賢,松本圭世,16,4,1,5,1,4,2,0
263,2019R,2019/12/19,木,1,赤坂ドリブンズ,丸山奏子,19400,4,-40.6,日吉辰哉,土田浩翔,張敏賢,松本圭世,16,1,0,1,4,4,1,0
263,2019R,2019/12/19,木,1,KADOKAWAサクラナイツ,内川幸太郎,19600,3,-20.4,日吉辰哉,土田浩翔,張敏賢,松本圭世,16,3,4,2,6,4,0,0
263,2019R,2019/12/19,木,1,渋谷ABEMAS,松本吉弘,29900,2,9.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,16,4,2,6,5,4,5,0
264,2019R,2019/12/19,木,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,22200,3,-17.8,日吉辰哉,土田浩翔,張敏賢,松本圭世,14,2,2,3,2,5,0,0
264,2019R,2019/12/19,木,2,赤坂ドリブンズ,村上淳,30000,2,10,日吉辰哉,土田浩翔,張敏賢,松本圭世,14,2,2,3,2,5,3,0
264,2019R,2019/12/19,木,2,KADOKAWAサクラナイツ,内川幸太郎,38100,1,58.1,日吉辰哉,土田浩翔,張敏賢,松本圭世,14,5,2,6,2,5,3,0
264,2019R,2019/12/19,木,2,渋谷ABEMAS,日向藍子,9700,4,-50.3,日吉辰哉,土田浩翔,張敏賢,松本圭世,14,0,1,2,0,5,0,0
265,2019R,2019/12/20,金,1,U-NEXT Pirates,瑞原明奈,23900,2,3.9,松嶋桃,萩原聖人,張敏賢,松本圭世,12,2,3,3,2,4,0,0
265,2019R,2019/12/20,金,1,EX風林火山,勝又健志,18500,4,-41.5,松嶋桃,萩原聖人,張敏賢,松本圭世,12,2,2,3,5,4,3,0
265,2019R,2019/12/20,金,1,KADOKAWAサクラナイツ,岡田紗佳,23000,3,-17,松嶋桃,萩原聖人,張敏賢,松本圭世,12,2,1,1,2,4,0,0
265,2019R,2019/12/20,金,1,セガサミーフェニックス,茅森早香,34600,1,54.6,松嶋桃,萩原聖人,張敏賢,松本圭世,12,2,0,3,0,4,1,0
266,2019R,2019/12/20,金,2,KADOKAWAサクラナイツ,内川幸太郎,15300,3,-24.7,松嶋桃,萩原聖人,張敏賢,松本圭世,13,1,2,1,2,2,0,0
266,2019R,2019/12/20,金,2,U-NEXT Pirates,石橋伸洋,5500,4,-54.5,松嶋桃,萩原聖人,張敏賢,松本圭世,13,1,3,4,5,2,1,0
266,2019R,2019/12/20,金,2,セガサミーフェニックス,和久津晶,49000,1,69,松嶋桃,萩原聖人,張敏賢,松本圭世,13,6,1,4,1,2,3,0
266,2019R,2019/12/20,金,2,EX風林火山,滝沢和典,30200,2,10.2,松嶋桃,萩原聖人,張敏賢,松本圭世,13,3,0,2,5,2,1,0
267,2019R,2020/01/06,月,1,渋谷ABEMAS,松本吉弘,19700,2,-0.3,小林未沙,勝又健志,梶本琢程,松本圭世,12,3,2,4,5,3,1,0
267,2019R,2020/01/06,月,1,赤坂ドリブンズ,村上淳,15900,4,-44.1,小林未沙,勝又健志,梶本琢程,松本圭世,12,1,2,2,4,3,0,0
267,2019R,2020/01/06,月,1,KONAMI 麻雀格闘倶楽部,藤崎智,16000,3,-24,小林未沙,勝又健志,梶本琢程,松本圭世,12,1,2,2,3,3,1,0
267,2019R,2020/01/06,月,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,48400,1,68.4,小林未沙,勝又健志,梶本琢程,松本圭世,12,4,1,3,2,3,2,0
268,2019R,2020/01/06,月,2,TEAM RAIDEN / 雷電,萩原聖人,43800,1,63.8,小林未沙,勝又健志,梶本琢程,松本圭世,8,3,0,1,2,1,0,0
268,2019R,2020/01/06,月,2,KONAMI 麻雀格闘倶楽部,前原雄大,100,4,-59.9,小林未沙,勝又健志,梶本琢程,松本圭世,8,0,4,1,2,1,0,0
